Organism (genomeID),Organism,TaxID,SEED_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,Unnamed: 12,Prediction Mean,Prediction STD,Phenotype,Binary Prediction Mean
Eubacteriaceae bacterium CM5 (796940.3),Eubacteriaceae bacterium CM5 ,796940,796940.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoanaerobacter, Peptoanaerobacter stomatis, Eubacteriaceae bacterium CM5,,0.44268798828125,0.153237034722949,Human Non Pathogenic,0.0
Eubacteriaceae bacterium OBRC8 (796941.3),Eubacteriaceae bacterium OBRC8 ,796941,796941.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoanaerobacter, Peptoanaerobacter stomatis, Eubacteriaceae bacterium OBRC8,,0.48907470703125,0.1719061541498968,Human Non Pathogenic,0.0
Eubacterium biforme DSM 3989 (518637.5),Eubacterium biforme DSM 3989 ,518637,518637.5,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemanella, Holdemanella biformis, Holdemanella biformis DSM 3989,,0.175445556640625,0.0948768043657466,Human Non Pathogenic,0.0
Eubacterium brachy ATCC 33089 (1321814.3),Eubacterium brachy ATCC 33089 ,1321814,1321814.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,-, [Eubacterium] brachy, Eubacterium brachy ATCC 33089,,0.194915771484375,0.0537593536638349,Human Non Pathogenic,0.0
Eubacterium callanderi strain FD (53442.4),Eubacterium callanderi strain FD ,53442,53442.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium, Eubacterium callanderi,,,0.39617919921875,0.0643064679930621,Human Non Pathogenic,0.0
Eubacterium callanderi strain NLAE-zl-G225 (53442.3),Eubacterium callanderi strain NLAE-zl-G225 ,53442,53442.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium, Eubacterium callanderi,,,0.3326416015625,0.0542699678563124,Human Non Pathogenic,0.0
Eubacterium cellulosolvens LD2006 (1408436.3),Eubacterium cellulosolvens LD2006 ,1408436,1408436.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium, [Eubacterium] cellulosolvens, [Eubacterium] cellulosolvens LD2006,,0.29974365234375,0.0301888422183862,Human Non Pathogenic,0.0
Eubacterium coprostanoligenes strain ATCC 51222 (290054.4),Eubacterium coprostanoligenes strain ATCC 51222 ,290054,290054.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium, Eubacterium coprostanoligenes,,,0.173065185546875,0.0860911372302341,Human Non Pathogenic,0.0
Eubacterium cylindroides T2-87 (717960.3),Eubacterium cylindroides T2-87 ,717960,717960.3,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea, Faecalitalea cylindroides, Faecalitalea cylindroides T2-87,,0.1422271728515625,0.0529403615056269,Human Non Pathogenic,0.0
Eubacterium desmolans ATCC 43058 (1408437.3),Eubacterium desmolans ATCC 43058,1408437,1408437.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Agathobaculum,Agathobaculum desmolans,Agathobaculum desmolans ATCC 43058,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Agathobaculum; Agathobaculum desmolans; Agathobaculum desmolans ATCC 43058,0.369384765625,0.0906266639819791,Human Non Pathogenic,0.0
Eubacterium dolichum DSM 3991 (428127.7),Eubacterium dolichum DSM 3991 ,428127,428127.7,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Absiella, Absiella dolichum, [Eubacterium] dolichum DSM 3991,,0.37274169921875,0.1434233577255571,Human Non Pathogenic,0.0
Eubacterium eligens ATCC 27750 (515620.4),Eubacterium eligens ATCC 27750 ,515620,515620.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium, [Eubacterium] eligens, [Eubacterium] eligens ATCC 27750,,0.248199462890625,0.0339143947847789,Human Non Pathogenic,0.0
Eubacterium hallii DSM 3353 (411469.3),Eubacterium hallii DSM 3353 ,411469,411469.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium, [Eubacterium] hallii, [Eubacterium] hallii DSM 3353,,0.2847900390625,0.0463843094049452,Human Non Pathogenic,0.0
Eubacterium infirmum F0142 (883109.3),Eubacterium infirmum F0142 ,883109,883109.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,-, [Eubacterium] infirmum, Eubacterium infirmum F0142,,0.26446533203125,0.16078709592655,Human Non Pathogenic,0.0
Eubacterium limosum KIST612 (903814.3),Eubacterium limosum KIST612 ,903814,903814.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium, Eubacterium limosum, Eubacterium limosum KIST612,,0.3466796875,0.0869570850659865,Human Non Pathogenic,0.0
Eubacterium limosum LFYP34 (6666666.201653),Eubacterium limosum LFYP34 ,1736,6666666.201653,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium, Eubacterium limosum, Eubacterium limosum LFYP34,,0.28082275390625,0.0433590674174628,Human Non Pathogenic,0.0
Eubacterium ramulus ATCC 29099 (1256908.3),Eubacterium ramulus ATCC 29099 ,1256908,1256908.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium, Eubacterium ramulus, Eubacterium ramulus ATCC 29099,,0.440185546875,0.1408804586481798,Human Non Pathogenic,0.0
Eubacterium rectale ATCC 33656 (515619.6),Eubacterium rectale ATCC 33656 ,515619,515619.6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,-, [Eubacterium] rectale, [Eubacterium rectale] ATCC 33656,,0.323486328125,0.1104456407690934,Human Non Pathogenic,0.0
Eubacterium rectale CAG:36 (1263079.3),Eubacterium rectale CAG:36 ,1263079,1263079.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,-, [Eubacterium] rectale, Eubacterium rectale CAG,,0.29962158203125,0.0986544330430817,Human Non Pathogenic,0.0
Eubacterium rectale DSM 17629 (657318.4),Eubacterium rectale DSM 17629 ,657318,657318.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,-, [Eubacterium] rectale, [Eubacterium] rectale DSM 17629,,0.37158203125,0.092799614676547,Human Non Pathogenic,0.0
Eubacterium rectale M104/1 (657317.3),Eubacterium rectale M104/1 ,657317,657317.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,-, [Eubacterium] rectale, [Eubacterium] rectale M104/1,,0.293365478515625,0.1211698162449973,Human Non Pathogenic,0.0
Eubacterium ruminantium strain ATCC 17233 (42322.7),Eubacterium ruminantium strain ATCC 17233,42322,42322.7,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium ruminantium,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium ruminantium,0.4000244140625,0.1529191229083347,Human Non Pathogenic,0.0
Eubacterium saburreum DSM 3986 (887325.3),Eubacterium saburreum DSM 3986 ,887325,887325.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum, Lachnoanaerobaculum saburreum, Lachnoanaerobaculum saburreum DSM 3986,,0.313507080078125,0.0972876793779844,Human Non Pathogenic,0.0
Eubacterium saburreum F0468 (1095750.3),Eubacterium saburreum F0468 ,1095750,1095750.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum, Lachnoanaerobaculum saburreum, Lachnoanaerobaculum saburreum F0468,,0.3538818359375,0.1362373322976288,Human Non Pathogenic,0.0
Eubacterium saphenum ATCC 49989 (592031.3),Eubacterium saphenum ATCC 49989 ,592031,592031.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,-, [Eubacterium] saphenum, Eubacterium saphenum ATCC 49989,,0.292449951171875,0.1463825221411294,Human Non Pathogenic,0.0
Eubacterium siraeum 70/3 (657319.3),Eubacterium siraeum 70/3 ,657319,657319.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium, [Eubacterium] siraeum, [Eubacterium] siraeum 70/3,,0.317413330078125,0.0768691391280824,Human Non Pathogenic,0.0
Eubacterium siraeum DSM 15702 (428128.7),Eubacterium siraeum DSM 15702 ,428128,428128.7,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium, [Eubacterium] siraeum, [Eubacterium] siraeum DSM 15702,,0.323211669921875,0.0993514508334263,Human Non Pathogenic,0.0
Eubacterium siraeum V10Sc8a (717961.3),Eubacterium siraeum V10Sc8a ,717961,717961.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium, [Eubacterium] siraeum, [Eubacterium] siraeum V10Sc8a,,0.30572509765625,0.0703699883578785,Human Non Pathogenic,0.0
Eubacterium sp. 14-2 (1235790.3),Eubacterium sp. 14-2 ,1235790,1235790.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,-, Eubacterium sp. 14-2,,0.258056640625,0.0406334648116636,Human Non Pathogenic,0.0
Eubacterium sp. 3_1_31 (457402.3),Eubacterium sp. 3_1_31 ,457402,457402.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,-, Eubacterium sp. 3_1_31,,0.44232177734375,0.1210031939894813,Human Non Pathogenic,0.0
Eubacterium sp. AS15 (1115804.3),Eubacterium sp. AS15 ,1115804,1115804.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,-,-, Eubacterium sp. AS15,,0.47698974609375,0.1161954693156789,Human Non Pathogenic,0.0
Eubacterium sp. Marseille-P5640 (2058290.4),Eubacterium sp. Marseille-P5640,2058290,2058290.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,-,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium sp. Marseille-P5640,0.32135009765625,0.1194010374373584,Human Non Pathogenic,0.0
Eubacterium sp. SN18 (1776384.3),Eubacterium sp. SN18 ,1776384,1776384.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Emergencia, Emergencia timonensis,Emergencia timonensis SN18,,0.274383544921875,0.1040019138127423,Human Non Pathogenic,0.0
Eubacterium ventriosum ATCC 27560 (411463.4),Eubacterium ventriosum ATCC 27560 ,411463,411463.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium, Eubacterium ventriosum, Eubacterium ventriosum ATCC 27560,,0.20770263671875,0.0238786349650117,Human Non Pathogenic,0.0
Eubacterium yurii subsp. margaretiae ATCC 43715 (864565.3),Eubacterium yurii subsp. margaretiae ATCC 43715 ,864565,864565.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoanaerobacter, [Eubacterium] yurii, [Eubacterium] yurii subsp. margaretiae ATCC 43715,,0.40191650390625,0.098106016126773,Human Non Pathogenic,0.0
Faecalibacterium cf. prausnitzii KLE1255 (748224.3),Faecalibacterium cf. prausnitzii KLE1255 ,748224,748224.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium, Faecalibacterium prausnitzii, Faecalibacterium cf. prausnitzii KLE1255,,0.20257568359375,0.0310829585724364,Human Non Pathogenic,0.0
Faecalibacterium prausnitzii A2-165 (411483.3),Faecalibacterium prausnitzii A2-165 ,411483,411483.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium, Faecalibacterium prausnitzii, Faecalibacterium prausnitzii A2-165,,0.297821044921875,0.0404305623830589,Human Non Pathogenic,0.0
Faecalibacterium prausnitzii FPSSTS7063_SV (853.234),Faecalibacterium prausnitzii FPSSTS7063_SV,853,853.234,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium ; Faecalibacterium prausnitzii FPSSTS7063_SV,,,,
Faecalibacterium prausnitzii L2-6 (718252.3),Faecalibacterium prausnitzii L2-6 ,718252,718252.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium, Faecalibacterium prausnitzii, Faecalibacterium prausnitzii L2-6,,0.189605712890625,0.0719507613710244,Human Non Pathogenic,0.0
Faecalibacterium prausnitzii M21/2 (411485.10),Faecalibacterium prausnitzii M21/2 ,411485,411485.1,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium, Faecalibacterium prausnitzii, Faecalibacterium prausnitzii M21/2,,0.28033447265625,0.0760027401502311,Human Non Pathogenic,0.0
Faecalibacterium prausnitzii SL3/3 (657322.3),Faecalibacterium prausnitzii SL3/3 ,657322,657322.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium, Faecalibacterium prausnitzii, Faecalibacterium prausnitzii SL3/3,,0.32037353515625,0.0878588089047002,Human Non Pathogenic,0.0
Faecalibacterium prausnitzii SSTS_Bg7063_v2 (853.820),Faecalibacterium prausnitzii SSTS_Bg7063_v2 ,853,853.82,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium, Faecalibacterium prausnitzii, Faecalibacterium prausnitzii SSTS_Bg7063_v2,,0.216827392578125,0.0583428654304837,Human Non Pathogenic,0.0
Filifactor alocis ATCC 35896 (546269.3),Filifactor alocis ATCC 35896 ,546269,546269.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Filifactor, Filifactor alocis, Filifactor alocis ATCC 35896,,0.430511474609375,0.1785042276020389,Human Non Pathogenic,0.0
Finegoldia magna ACS-171-V-Col3 (768713.4),Finegoldia magna ACS-171-V-Col3 ,768713,768713.4,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia, Finegoldia magna, Finegoldia magna ACS-171-V-Col3,,0.58349609375,0.1064559511240406,Human Pathogenic,1.0
Finegoldia magna ATCC 29328 (334413.6),Finegoldia magna ATCC 29328 ,334413,334413.6,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia, Finegoldia magna, Finegoldia magna ATCC 29328,,0.657958984375,0.0958490621402488,Human Pathogenic,1.0
Finegoldia magna ATCC 53516 (525282.5),Finegoldia magna ATCC 53516 ,525282,525282.5,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia, Finegoldia magna, Finegoldia magna ATCC 53516,,0.61468505859375,0.1795010117280494,Human Pathogenic,1.0
Finegoldia magna BVS033A4 (866773.4),Finegoldia magna BVS033A4 ,866773,866773.4,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia, Finegoldia magna, Finegoldia magna BVS033A4,,0.5855712890625,0.0671429996829563,Human Pathogenic,1.0
Finegoldia magna LFYP121 (1260.17),Finegoldia magna LFYP121 ,1260,1260.17,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia, Finegoldia magna, Finegoldia magna LFYP121,,0.56787109375,0.1052158290093905,Human Pathogenic,1.0
Finegoldia magna SY403409CC001050417 (866779.4),Finegoldia magna SY403409CC001050417 ,866779,866779.4,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia, Finegoldia magna, Finegoldia magna SY403409CC001050417,,0.54248046875,0.0428937778113184,Human Pathogenic,1.0
Firmicutes bacterium CAG:110_56_8 (1897027.3),Firmicutes bacterium CAG:110_56_8,1897027,1897027.3,Bacteria,Firmicutes,-,-,-,-,-,,Bacteria; Terrabacteria group; Firmicutes; unclassified Firmicutes sensu stricto; unclassified Firmicutes sensu stricto (miscellaneous); Firmicutes bacterium CAG,0.1404953002929687,0.0945499493664388,Human Non Pathogenic,0.0
Flavonifractor plautii ATCC 29863 (411475.3),Flavonifractor plautii ATCC 29863 ,411475,411475.3,Bacteria,Firmicutes,Clostridia,Clostridiales,-,Flavonifractor, Flavonifractor plautii, Flavonifractor plautii ATCC 29863,,0.238616943359375,0.0264742584655537,Human Non Pathogenic,0.0
Flavonifractor plautii LFYP42 (292800.27),Flavonifractor plautii LFYP42 ,292800,292800.27,Bacteria,Firmicutes,Clostridia,Clostridiales,-,Flavonifractor, Flavonifractor plautii, Flavonifractor plautii LFYP42,,0.234832763671875,0.0367412756754603,Human Non Pathogenic,0.0
Flavonifractor plautii YL31 (292800.11),Flavonifractor plautii YL31 ,292800,292800.11,Bacteria,Firmicutes,Clostridia,Clostridiales,-,Flavonifractor, Flavonifractor plautii,,,0.239227294921875,0.0161682981414678,Human Non Pathogenic,0.0
Fusicatenibacter saccharivorans (1150298.5),Fusicatenibacter saccharivorans ,1150298,1150298.5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter, Fusicatenibacter saccharivorans,,,0.246002197265625,0.0491056091747198,Human Non Pathogenic,0.0
Fusobacterium gonidiaformans 3-1-5R (469605.7),Fusobacterium gonidiaformans 3-1-5R ,469605,469605.7,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium gonidiaformans, Fusobacterium gonidiaformans 3-1-5R,,0.610595703125,0.0631012605653042,Human Pathogenic,1.0
Fusobacterium gonidiaformans ATCC 25563 (469615.3),Fusobacterium gonidiaformans ATCC 25563 ,469615,469615.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium gonidiaformans, Fusobacterium gonidiaformans ATCC 25563,,0.66259765625,0.1158755294639564,Human Pathogenic,1.0
Fusobacterium mortiferum ATCC 9817 (469616.3),Fusobacterium mortiferum ATCC 9817 ,469616,469616.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium mortiferum, Fusobacterium mortiferum ATCC 9817,,0.7950439453125,0.108064360069209,Human Pathogenic,1.0
Fusobacterium necrophorum subsp. funduliforme 1_1_36S (742814.3),Fusobacterium necrophorum subsp. funduliforme 1_1_36S ,742814,742814.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium necrophorum, Fusobacterium necrophorum subsp. funduliforme,,0.7864990234375,0.1683987724072571,Human Pathogenic,1.0
Fusobacterium necrophorum subsp. funduliforme ATCC 51357 (1095747.3),Fusobacterium necrophorum subsp. funduliforme ATCC 51357 ,1095747,1095747.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium necrophorum, Fusobacterium necrophorum subsp. funduliforme,,0.8228759765625,0.0645431121564155,Human Pathogenic,1.0
Fusobacterium necrophorum subsp. funduliforme Fnf 1007 (1161424.3),Fusobacterium necrophorum subsp. funduliforme Fnf 1007 ,1161424,1161424.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium necrophorum, Fusobacterium necrophorum subsp. funduliforme,,0.84521484375,0.0962762603605945,Human Pathogenic,1.0
Fusobacterium nucleatum BEED12 (851.120),Fusobacterium nucleatum BEED12 ,851,851.12,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum BEED12,,,,,
Fusobacterium nucleatum subsp. animalis 11_3_2 (457403.8),Fusobacterium nucleatum subsp. animalis 11_3_2 ,457403,457403.8,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. animalis,,0.862548828125,0.0617463448558524,Human Pathogenic,1.0
Fusobacterium nucleatum subsp. animalis 21_1A (469601.8),Fusobacterium nucleatum subsp. animalis 21_1A ,469601,469601.8,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. animalis,,0.818115234375,0.1513425745488137,Human Pathogenic,1.0
Fusobacterium nucleatum subsp. animalis 4_8 (469607.3),Fusobacterium nucleatum subsp. animalis 4_8 ,469607,469607.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. animalis,,0.850830078125,0.0623400548925026,Human Pathogenic,1.0
Fusobacterium nucleatum subsp. animalis 7_1 (457405.9),Fusobacterium nucleatum subsp. animalis 7_1 ,457405,457405.9,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. animalis,,0.7899169921875,0.0851434085507838,Human Pathogenic,1.0
